,username,comments,user_channelid,posted_at,updated_at,likes,replies,reply
376,Dr. Kirby,"Don’t know if this has been suggested before, but I think a PHP for the haters video would be great to watch! It would be entertaining to see how you go about roasting that language.",UCK5UeliDsYAVR0J6p5wh6NQ,2022-05-19T17:05:05Z,2022-05-19T17:05:05Z,117,8,C++ for the haters would be nice too.
377,Dr. Kirby,"Don’t know if this has been suggested before, but I think a PHP for the haters video would be great to watch! It would be entertaining to see how you go about roasting that language.",UCK5UeliDsYAVR0J6p5wh6NQ,2022-05-19T17:05:05Z,2022-05-19T17:05:05Z,117,8,@Matteo Rigoni 😂
378,Dr. Kirby,"Don’t know if this has been suggested before, but I think a PHP for the haters video would be great to watch! It would be entertaining to see how you go about roasting that language.",UCK5UeliDsYAVR0J6p5wh6NQ,2022-05-19T17:05:05Z,2022-05-19T17:05:05Z,117,8,And there sure is no shortage of php  haters lol
379,Dr. Kirby,"Don’t know if this has been suggested before, but I think a PHP for the haters video would be great to watch! It would be entertaining to see how you go about roasting that language.",UCK5UeliDsYAVR0J6p5wh6NQ,2022-05-19T17:05:05Z,2022-05-19T17:05:05Z,117,8,PHP has already roasted itself too much in the past. Let it rest hahah
380,Dr. Kirby,"Don’t know if this has been suggested before, but I think a PHP for the haters video would be great to watch! It would be entertaining to see how you go about roasting that language.",UCK5UeliDsYAVR0J6p5wh6NQ,2022-05-19T17:05:05Z,2022-05-19T17:05:05Z,117,8,"But it a perfect language, and it has no flaws. /s"
381,m j,id like to see v or jia programming languages,UCHi6RnQi2nOd6tj8pSwRjHQ,2022-05-19T17:04:38Z,2022-05-19T17:04:38Z,0,0,
382,Phirun Tara,Was that .js misspell intentional 😆,UCJ7eIV_NI7xW3gZDGSFF76w,2022-05-19T17:03:52Z,2022-05-19T17:03:52Z,2,0,
383,RandomSnow ',my favourite language i dont program in,UCEgjcEhJO_KFqi9blB1P18Q,2022-05-19T17:03:29Z,2022-05-19T17:03:29Z,0,0,
384,Daan Teppema,Great video man! Ur awesome,UCsIvnDFKhkO6K2RXnlyTTaQ,2022-05-19T17:03:12Z,2022-05-19T17:03:12Z,0,0,
385,UnlockDeputy,Julia might become one of my favourite languages. I value neat and performant code and Julia seems to match my style. I&#39;ll check it out for sure.,UCn18CVes9Rc9Q9JmfvIX-dA,2022-05-19T17:03:11Z,2022-05-19T17:04:19Z,6,0,
386,Zidaan Hayat,I&#39;d love a video on R,UCZIO_Y5f2hLb-VDFY2XHV8w,2022-05-19T17:03:06Z,2022-05-19T17:03:06Z,1,0,
387,shwetank verma,I think the best part of Julia is the differential equations library and it&#39;s amazing integration with Machine learning libraries. Scientific machine learning techniques like PINNs and neural ODEs are so much better in Julia than in pytorch or tensorflow.,UC5OZjFYIpjJ68CDD2qmQrqA,2022-05-19T17:03:05Z,2022-05-19T17:03:05Z,221,8,"@Sean Demers i was purposefully making an ignorant statement so people would correct me and explain what&#39;s so good about julia<br>still,  no one said anything that python + libraries can do just as fine"
388,shwetank verma,I think the best part of Julia is the differential equations library and it&#39;s amazing integration with Machine learning libraries. Scientific machine learning techniques like PINNs and neural ODEs are so much better in Julia than in pytorch or tensorflow.,UC5OZjFYIpjJ68CDD2qmQrqA,2022-05-19T17:03:05Z,2022-05-19T17:03:05Z,221,8,"@Piotr what a silly question? Better in what capacity? I’ll reciprocate  with an equally shallow answer. Its uprooting Matlab, in particular Simulink in NASA/Pfizer tech stacks."
389,shwetank verma,I think the best part of Julia is the differential equations library and it&#39;s amazing integration with Machine learning libraries. Scientific machine learning techniques like PINNs and neural ODEs are so much better in Julia than in pytorch or tensorflow.,UC5OZjFYIpjJ68CDD2qmQrqA,2022-05-19T17:03:05Z,2022-05-19T17:03:05Z,221,8,@Anon Lol what?
390,shwetank verma,I think the best part of Julia is the differential equations library and it&#39;s amazing integration with Machine learning libraries. Scientific machine learning techniques like PINNs and neural ODEs are so much better in Julia than in pytorch or tensorflow.,UC5OZjFYIpjJ68CDD2qmQrqA,2022-05-19T17:03:05Z,2022-05-19T17:03:05Z,221,8,@Anon things nobody should say if they don&#39;t know what they&#39;re talking about
391,shwetank verma,I think the best part of Julia is the differential equations library and it&#39;s amazing integration with Machine learning libraries. Scientific machine learning techniques like PINNs and neural ODEs are so much better in Julia than in pytorch or tensorflow.,UC5OZjFYIpjJ68CDD2qmQrqA,2022-05-19T17:03:05Z,2022-05-19T17:03:05Z,221,8,"@Anon engineers of many disciplines live and breath differential equations. the fact that julia is both faster and easier to write than matlab, and also open source (free), makes it a huge game changer for the industry"
392,Ayush Vyas,"I Like how at <a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m02s"">1:02</a> you typed .js then corrected yourself showing the love you have for JavaScript or maybe it&#39;s because you&#39;ve covered soo many js frameworks that your muscle memory can&#39;t help itself but type .js whenever there&#39;s need of an extension",UCbkMcNNLE2FarglWv9ijh4A,2022-05-19T17:02:59Z,2022-05-19T17:02:59Z,42,4,I do make that mistake often too 🤣
393,Ayush Vyas,"I Like how at <a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m02s"">1:02</a> you typed .js then corrected yourself showing the love you have for JavaScript or maybe it&#39;s because you&#39;ve covered soo many js frameworks that your muscle memory can&#39;t help itself but type .js whenever there&#39;s need of an extension",UCbkMcNNLE2FarglWv9ijh4A,2022-05-19T17:02:59Z,2022-05-19T17:02:59Z,42,4,"@Bruno Nahorny yeah, definitely done on purpose"
394,Ayush Vyas,"I Like how at <a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m02s"">1:02</a> you typed .js then corrected yourself showing the love you have for JavaScript or maybe it&#39;s because you&#39;ve covered soo many js frameworks that your muscle memory can&#39;t help itself but type .js whenever there&#39;s need of an extension",UCbkMcNNLE2FarglWv9ijh4A,2022-05-19T17:02:59Z,2022-05-19T17:02:59Z,42,4,Saw that first time watching and im sure it was intentional... <br>it&#39;s like an easter egg.
395,Mario Alvarenga,"Using Julia at work now to do some cool things. First time I see one of your videos on something I already knew, made me appreciate your  channel even more. Keep up the great work!",UC51t-VTIPDxSYustNk0BbEA,2022-05-19T17:02:53Z,2022-05-19T17:02:53Z,4,0,
396,tuzmo,Some optimization classes at my university used Julia and I really liked the language. Unfortunately have never had the chance to use it on the job.,UCNRlZO_eAKsWNNzjNj3yp_A,2022-05-19T17:02:44Z,2022-05-19T17:02:44Z,6,0,
397,Uriel Vidal,"You save a lot of time with these 100s videos, if I want to learn some concept first I review if you made a video. Thanks a lot!! Could you please, make a video about UML and some other methods  display process.",UCQ84gX2imO2KvoWj4YVGhlA,2022-05-19T17:02:43Z,2022-05-19T17:02:43Z,3,0,
398,Innocent Droid official,"<a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m04s"">1:04</a> Jeff was writing js :)",UC5RRWuMJu7yP1DQwnW_nAvA,2022-05-19T17:02:39Z,2022-05-19T17:02:39Z,0,0,
399,Alex Ba,"Question for a Youtube video: If there are so many great languages, why almost every regular shared hosting only supports PHP by default? ;)",UCNNIsgKeOzrI6z4tBAY_LJQ,2022-05-19T17:02:34Z,2022-05-19T17:02:34Z,0,5,because PHP on these hostings is run every time the .php file is accessed and not in the background at all times like other languages
400,Alex Ba,"Question for a Youtube video: If there are so many great languages, why almost every regular shared hosting only supports PHP by default? ;)",UCNNIsgKeOzrI6z4tBAY_LJQ,2022-05-19T17:02:34Z,2022-05-19T17:02:34Z,0,5,"@Jesper Andersson They probably didn&#39;t noticed, and this they &quot;only support wordpress&quot;."
401,Alex Ba,"Question for a Youtube video: If there are so many great languages, why almost every regular shared hosting only supports PHP by default? ;)",UCNNIsgKeOzrI6z4tBAY_LJQ,2022-05-19T17:02:34Z,2022-05-19T17:02:34Z,0,5,@Victorio wtf never seen a hosting that supports php? I would struggle to find a shared hosting site that doesn&#39;t support php
402,Alex Ba,"Question for a Youtube video: If there are so many great languages, why almost every regular shared hosting only supports PHP by default? ;)",UCNNIsgKeOzrI6z4tBAY_LJQ,2022-05-19T17:02:34Z,2022-05-19T17:02:34Z,0,5,"Btw, What is the point of the comment? Julia isn&#39;t a language for web dev"
403,Alex Ba,"Question for a Youtube video: If there are so many great languages, why almost every regular shared hosting only supports PHP by default? ;)",UCNNIsgKeOzrI6z4tBAY_LJQ,2022-05-19T17:02:34Z,2022-05-19T17:02:34Z,0,5,Idk if its because I started programming a year ago but I have never seen a hosting that support php (maybe they suport php but don&#39;t announce it)
404,ElNico56,You should do PICO-8 in 100 seconds,UCqrORQWjsBDyddnBjo6QioA,2022-05-19T17:01:57Z,2022-05-19T17:01:57Z,1,0,
405,abderahmanht.08,"Day 541,696,420 of asking the name of the background song",UCirVOxtbIuaWfC3lxN9qCGw,2022-05-19T17:01:52Z,2022-05-19T17:01:52Z,0,0,
406,Дмитро Паржицький 🇺🇦,I like that &#39;app.js&#39; → &#39;app.jl&#39; typo thing :),UCsuyIOWVHsVwVbCRKEmot5A,2022-05-19T17:01:09Z,2022-05-19T17:01:09Z,3,0,
407,CompactStar,I&#39;ve heard of Julia before. Love it although the syntax could be better.,UCv9zfTe5JNIeZ4r4o1xePFQ,2022-05-19T17:00:36Z,2022-05-19T17:00:36Z,0,0,
408,Natiq Mumtaz,"don&#39;t know if that was on purpose <a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m03s"">1:03</a>",UC2XLeySQa2Wmfbz53Y42-Tg,2022-05-19T17:00:33Z,2022-05-19T17:00:46Z,2,0,
409,hiringManager,That syntax looks beautiful.,UC8xk7jHUsLRuaVOmrvwQvaw,2022-05-19T17:00:33Z,2022-05-19T17:00:33Z,2,0,
410,Jonas Lara,FSharp in 100 seconds,UCPb7qmZXP9J2lFlLmuY3I4g,2022-05-19T17:00:04Z,2022-05-19T17:00:04Z,0,0,
411,Siya Ram,"Next lang crystal <a href=""http://www.youtube.com/results?search_query=%23savesoil"">#SaveSoil</a>",UCfa1aGg-VsS2cGeURP7POCw,2022-05-19T16:58:26Z,2022-05-19T16:58:26Z,1,0,
412,Isheanesu Nigel Misi,"It&#39;s a programming language Gary, not your ex",UCiK5I5gxFd8PGVddCcDZxCQ,2022-05-19T16:58:22Z,2022-05-19T16:58:22Z,0,0,
413,Larry Berry,What about wolfram / mathematica in 100 seconds?,UCr650LCWg-qQZn6DlqccNgw,2022-05-19T16:58:21Z,2022-05-19T16:58:21Z,2,0,
414,Brandon Blanker Lim-it,I saw that low-key &quot;js&quot; extension mistype before &quot;jl&quot; 😂,UCM3v7FvMmmbsHMEpoJNtuDQ,2022-05-19T16:58:19Z,2022-05-19T16:58:19Z,1,0,
415,_oskr,.js- - .jl saw that XD,UCv-U1t1XSCh8-gSDJx8Lv7A,2022-05-19T16:57:54Z,2022-05-19T16:57:54Z,1,0,
416,Marendor,"Been asking for Julia in 100 seconds for nearly a year, and finally, here we are.<br>Thank you 😁",UCyO5pnqZsjTtw-KQUznPTew,2022-05-19T16:57:48Z,2022-05-19T16:57:48Z,156,3,he said he made it for you on twitter
417,Marendor,"Been asking for Julia in 100 seconds for nearly a year, and finally, here we are.<br>Thank you 😁",UCyO5pnqZsjTtw-KQUznPTew,2022-05-19T16:57:48Z,2022-05-19T16:57:48Z,156,3,Same here with the R-Programming Language 😂😂👍
418,Marendor,"Been asking for Julia in 100 seconds for nearly a year, and finally, here we are.<br>Thank you 😁",UCyO5pnqZsjTtw-KQUznPTew,2022-05-19T16:57:48Z,2022-05-19T16:57:48Z,156,3,I actually remember such a comment
419,Will4_U,Didn&#39;t know that my girlfriend is a programming language,UCfUHZ_w_2lQgWGUV1gIyoGA,2022-05-19T16:57:40Z,2022-05-19T16:57:40Z,0,0,
420,Lucas Steffen,That .jl joke was really good,UCjt9WGzrQweZQYTX9KGm94w,2022-05-19T16:57:08Z,2022-05-19T16:57:08Z,0,0,
421,Ben Wilson,"Native GPU support? Oooh, now that is fancy!",UC9ycbwfBBUfr6iDaNj4Q82w,2022-05-19T16:56:52Z,2022-05-19T16:56:52Z,3,0,
422,Emil Olszewski,I&#39;ve literally just finished  julia assignment for my uni course and this vid came out.  Mental,UC5HeciNje5uVRs10lVBnHEg,2022-05-19T16:56:48Z,2022-05-19T16:56:48Z,1,0,
423,AMJ,More Julia content please,UCA9m4w_8NEsWm3NN8QzYwkg,2022-05-19T16:56:36Z,2022-05-19T16:56:36Z,0,0,
424,NanoticHorizon,"I&#39;ve been using Julia in a few of my micro applications and the ecosystem/dev environment is not only very friendly and accommodating, but it is beautiful to write. It&#39;s a Love triangle of Ruby and C++ with python at the bottom.",UC7QQLJXAG3kcc_jjBAvNDBw,2022-05-19T16:56:25Z,2022-05-19T16:56:25Z,271,3,Truly agree.
425,NanoticHorizon,"I&#39;ve been using Julia in a few of my micro applications and the ecosystem/dev environment is not only very friendly and accommodating, but it is beautiful to write. It&#39;s a Love triangle of Ruby and C++ with python at the bottom.",UC7QQLJXAG3kcc_jjBAvNDBw,2022-05-19T16:56:25Z,2022-05-19T16:56:25Z,271,3,Python at the bottom or python …. in the middle…. ? hehehe
426,NanoticHorizon,"I&#39;ve been using Julia in a few of my micro applications and the ecosystem/dev environment is not only very friendly and accommodating, but it is beautiful to write. It&#39;s a Love triangle of Ruby and C++ with python at the bottom.",UC7QQLJXAG3kcc_jjBAvNDBw,2022-05-19T16:56:25Z,2022-05-19T16:56:25Z,271,3,so it&#39;s a polyamory of programming languages
427,Uli Troyo,"I love Julia! I hope it gets picked up for elective courses in compsci in universities, and built into graphic calculators. It makes math such a breeze! For one, it handles rational values with the // operator, so you can for example multiply 3//4 * 1//2 (to give you 3//8). It handles vectors and matrices and has SO many built-in math functions. Great language!",UCRxSYP2HKGuQQtKc3_qVtAA,2022-05-19T16:55:59Z,2022-05-19T16:55:59Z,301,11,so I can learn what the math does but not have to do the thinky brain thing to actually compute it myself?
428,Uli Troyo,"I love Julia! I hope it gets picked up for elective courses in compsci in universities, and built into graphic calculators. It makes math such a breeze! For one, it handles rational values with the // operator, so you can for example multiply 3//4 * 1//2 (to give you 3//8). It handles vectors and matrices and has SO many built-in math functions. Great language!",UCRxSYP2HKGuQQtKc3_qVtAA,2022-05-19T16:55:59Z,2022-05-19T16:55:59Z,301,11,oh yes
429,Uli Troyo,"I love Julia! I hope it gets picked up for elective courses in compsci in universities, and built into graphic calculators. It makes math such a breeze! For one, it handles rational values with the // operator, so you can for example multiply 3//4 * 1//2 (to give you 3//8). It handles vectors and matrices and has SO many built-in math functions. Great language!",UCRxSYP2HKGuQQtKc3_qVtAA,2022-05-19T16:55:59Z,2022-05-19T16:55:59Z,301,11,@Sean Demers Python is characterized by a compact core language with a great deal of extensibility. All the rest is library modules building on that. That’s what makes it so powerful.
430,Uli Troyo,"I love Julia! I hope it gets picked up for elective courses in compsci in universities, and built into graphic calculators. It makes math such a breeze! For one, it handles rational values with the // operator, so you can for example multiply 3//4 * 1//2 (to give you 3//8). It handles vectors and matrices and has SO many built-in math functions. Great language!",UCRxSYP2HKGuQQtKc3_qVtAA,2022-05-19T16:55:59Z,2022-05-19T16:55:59Z,301,11,"@Lawrence D’Oliveiro As a Python programmer, I did not know this. Not the most elegant implementation, but very nice to know"
431,Uli Troyo,"I love Julia! I hope it gets picked up for elective courses in compsci in universities, and built into graphic calculators. It makes math such a breeze! For one, it handles rational values with the // operator, so you can for example multiply 3//4 * 1//2 (to give you 3//8). It handles vectors and matrices and has SO many built-in math functions. Great language!",UCRxSYP2HKGuQQtKc3_qVtAA,2022-05-19T16:55:59Z,2022-05-19T16:55:59Z,301,11,@Tre Johnson Oh sweet! Thanks!
432,Abdullah Mert Özdemir,"I don&#39;t even know a single language fully and now I want to learn Julia, thank you fireship for making me want to learn 3 languages at once and ruining my life by that",UCJhnH-Q2LHrZYbFmJPUE-Vg,2022-05-19T16:55:21Z,2022-05-19T16:55:21Z,4,5,"@IgorTheLight But I think I have a strong foundation though, I got done with data structures etc. and basics of C++ so I believe learning another language won&#39;t be as hard after that"
433,Abdullah Mert Özdemir,"I don&#39;t even know a single language fully and now I want to learn Julia, thank you fireship for making me want to learn 3 languages at once and ruining my life by that",UCJhnH-Q2LHrZYbFmJPUE-Vg,2022-05-19T16:55:21Z,2022-05-19T16:55:21Z,4,5,"@IgorTheLight Currently I have C++, JavaScript and Julia in my bucketlist (gotta add Flutter there when I am done with them all for quick mobile apps) but I think I am at that phase where you get into something new and go &quot;and I will do this and that&quot; then realize it is just not that easy. For now I want to learn SFML and OpenGL  for C++ and then will jump to javascript course on scrimba. Only then, I believe, I can start talking about learning any other thing"
434,Abdullah Mert Özdemir,"I don&#39;t even know a single language fully and now I want to learn Julia, thank you fireship for making me want to learn 3 languages at once and ruining my life by that",UCJhnH-Q2LHrZYbFmJPUE-Vg,2022-05-19T16:55:21Z,2022-05-19T16:55:21Z,4,5,"@Abdullah Mert Özdemir If you don&#39;t have any particular projects in your head, I would suggest to learn C# for Windows Applications OR Kotlin for Android Applications OR Swift for anything Apple related OR JavaScript for Web.<br>Those languages are easy to pick up and write in.<br>After that you could learn whatever you want ;-)"
435,Abdullah Mert Özdemir,"I don&#39;t even know a single language fully and now I want to learn Julia, thank you fireship for making me want to learn 3 languages at once and ruining my life by that",UCJhnH-Q2LHrZYbFmJPUE-Vg,2022-05-19T16:55:21Z,2022-05-19T16:55:21Z,4,5,"@Akshay Bodla Alrigthy then, this gives me some hope!"
436,Abdullah Mert Özdemir,"I don&#39;t even know a single language fully and now I want to learn Julia, thank you fireship for making me want to learn 3 languages at once and ruining my life by that",UCJhnH-Q2LHrZYbFmJPUE-Vg,2022-05-19T16:55:21Z,2022-05-19T16:55:21Z,4,5,As long as you understand the basic computer science concepts you can learn many languages at once. Especially if you get the hang of C!
437,TK,Why char is Pikachu not charmander?,UCczYPQhGJIZZMU7phcmY8Ow,2022-05-19T16:55:02Z,2022-05-19T16:55:02Z,0,0,
438,Cameron Goode,Oh it&#39;s great and fast... but also has some bugs. Like I&#39;ve seen enough things to scare me.,UCqNQd_YWG5sOOu6js-Iu-3g,2022-05-19T16:54:34Z,2022-05-19T16:54:34Z,1,0,
439,Nikita Vinogradov,"Hell yeah, screw Matlab!",UC4ALqZQ7kc1BoWcowb0wRDA,2022-05-19T16:54:34Z,2022-05-19T16:54:34Z,1,0,
440,Nour Eldeen,"So fun fact: jupytr&#39;s name (usually used for python) is actually based on Julia (ju), Python (pyt) and R (r, lol). I will say R is my favorite out of all of them but I might be biased.",UCcC0p3p5j4aD3Tk3uPzh9XQ,2022-05-19T16:54:30Z,2022-05-19T16:54:49Z,3,0,
441,🔥 flamake spark 🔥,"NGL, Julia looks very promising. Give it large enough ecosystem of projects, and it will replace Python, and become a new golden standard in ML and Data Science",UCaMk6EOkT_7dinYBpYK3vdA,2022-05-19T16:54:28Z,2022-05-19T16:54:28Z,17,4,julia absofukinlutely will replace python for ml if enough people start using it
442,🔥 flamake spark 🔥,"NGL, Julia looks very promising. Give it large enough ecosystem of projects, and it will replace Python, and become a new golden standard in ML and Data Science",UCaMk6EOkT_7dinYBpYK3vdA,2022-05-19T16:54:28Z,2022-05-19T16:54:28Z,17,4,"@Shardul At least for me, the only other application for Python is as a cross platform alternative to bash scripting."
443,🔥 flamake spark 🔥,"NGL, Julia looks very promising. Give it large enough ecosystem of projects, and it will replace Python, and become a new golden standard in ML and Data Science",UCaMk6EOkT_7dinYBpYK3vdA,2022-05-19T16:54:28Z,2022-05-19T16:54:28Z,17,4,"@Shardul I know, I meant that Python could be possibly replaced in ML/AI"
444,🔥 flamake spark 🔥,"NGL, Julia looks very promising. Give it large enough ecosystem of projects, and it will replace Python, and become a new golden standard in ML and Data Science",UCaMk6EOkT_7dinYBpYK3vdA,2022-05-19T16:54:28Z,2022-05-19T16:54:28Z,17,4,Python is used for way more than that. Python cannot be replaced at this point.
445,manthan Patil,how do you always know what programing language i am thinking about,UCKR1C_Q-xSC-l6mbZg4dXpw,2022-05-19T16:54:04Z,2022-05-19T16:54:04Z,0,0,
446,Professor Itachi,Alpine JS or Livewire next please,UC6x1Rzw83XHJClDwt3BfsiA,2022-05-19T16:54:01Z,2022-05-19T16:54:01Z,0,0,
447,Jayxus,« .js ! Oh shit jl my bad »,UCY_DUbl82rCLAyCOYwRyoiw,2022-05-19T16:53:46Z,2022-05-19T16:53:46Z,0,0,
448,MO,Do a ABAP in 100 seconds video please. Awesome video btw,UCnkhzQ5_ZxXvN9V7W9gPN1A,2022-05-19T16:53:41Z,2022-05-19T16:53:41Z,0,2,@This is totally my real name very true. my condolences🤣
449,MO,Do a ABAP in 100 seconds video please. Awesome video btw,UCnkhzQ5_ZxXvN9V7W9gPN1A,2022-05-19T16:53:41Z,2022-05-19T16:53:41Z,0,2,I worked in ABAP for a year. It brings only pain.
450,Michael Sarkis,Really been waiting for this one!,UCHV3lPNeFn_41i2h8hPigxw,2022-05-19T16:53:27Z,2022-05-19T16:53:27Z,2,0,
451,Rohit John,I never knew Julia was this powerful,UCIu0YmAhFu27qV1XHIS6lfw,2022-05-19T16:52:32Z,2022-05-19T16:52:32Z,1,0,
452,Damin 1,damn bro that seems hardcore,UCgzele-TuO62sK-GY5JsbNg,2022-05-19T16:52:00Z,2022-05-19T16:52:00Z,0,0,
453,Vinay Chowdary Annangi,Just heard this like 1hr before and here you are....!,UCWvVl4TMZEreCb7waHpArKw,2022-05-19T16:51:06Z,2022-05-19T16:51:06Z,0,0,
454,XXRi,It usually takes me 10 minutes to do Julia,UCcj7-1S6i7O7V73FLkg0knQ,2022-05-19T16:51:03Z,2022-05-19T16:51:03Z,0,0,
455,VictoriqueMoe,Multiple dispatch? so... Method overloading?,UCuQBX7p0vvLKW1i9K2qKQwQ,2022-05-19T16:50:22Z,2022-05-19T16:50:22Z,0,5,"​@Jorge Pereira oh okay, it&#39;s similar, but happens at runtime instead of static analysis at compile time? I thought that it was called overloading as more as an abstract concept rather than the implementation. <br><br>but it sounds cool. thanks for clearing it up!<br><br>It only seemed in this video of my mind like overloading, but you explained it better"
456,VictoriqueMoe,Multiple dispatch? so... Method overloading?,UCuQBX7p0vvLKW1i9K2qKQwQ,2022-05-19T16:50:22Z,2022-05-19T16:50:22Z,0,5,@VictoriqueMoe it&#39;s still not the same thing
457,VictoriqueMoe,Multiple dispatch? so... Method overloading?,UCuQBX7p0vvLKW1i9K2qKQwQ,2022-05-19T16:50:22Z,2022-05-19T16:50:22Z,0,5,"The difference is that method overloading requires static types to figure out at compile time which methods should be called, however multiple dispatch happens at runtime. And even though you can type-anotate the arguments of your function, that only tells the compiler which optimizations to make for that type. For example, one thing you can do in julia is to define your own number type with something like `struct MyNumber &lt;: Number end` and just define some base methods for `MyNumber`, the instances of it will magically behave like a julia Number."
458,VictoriqueMoe,Multiple dispatch? so... Method overloading?,UCuQBX7p0vvLKW1i9K2qKQwQ,2022-05-19T16:50:22Z,2022-05-19T16:50:22Z,0,5,"@Jorge Pereira sure seems like it to me, minus the generics part"
459,VictoriqueMoe,Multiple dispatch? so... Method overloading?,UCuQBX7p0vvLKW1i9K2qKQwQ,2022-05-19T16:50:22Z,2022-05-19T16:50:22Z,0,5,Is not the same thing
460,Vlados Johnson,That app.js corrected to .jl. Old habbits die hard eh,UCNRrGgQkB_5wIgAkx20x2GQ,2022-05-19T16:50:06Z,2022-05-19T16:50:06Z,4,0,
461,Tycooperaow,Julia is one if my new favorite languagez,UCLxaPajGVw9K-gH9O69a0nw,2022-05-19T16:49:57Z,2022-05-19T16:49:57Z,0,0,
462,Bogdan Bogdanov,Can you do haxe?,UCIeA8gNMOLbjyINafw7m11w,2022-05-19T16:49:56Z,2022-05-19T16:49:56Z,0,0,
463,π,"<a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m03s"">1:03</a> <i>old habits die hard</i>",UCa37AaGND_vQ5HwyURUfJGg,2022-05-19T16:49:48Z,2022-05-19T16:49:48Z,0,0,
464,siveroo,"<a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m01s"">1:01</a> i see what you did there 👀",UCUrSin8UUtAvUFqh9Ro-ApA,2022-05-19T16:49:44Z,2022-05-19T16:49:44Z,0,0,
465,Leo Aso,"<a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m03s"">1:03</a> LOL 😂😂😂 force of habit",UCdpqVQStLc79QcN788mzr0Q,2022-05-19T16:49:33Z,2022-05-19T16:49:33Z,0,0,
466,Solath Prime,Hey do R in 100 sec,UCFzZ_-QI3qBFaed8wwHfvhA,2022-05-19T16:49:32Z,2022-05-19T16:49:32Z,0,0,
467,mr bae man 39 lol man,Why did he explain function overloading in the most complicated way possible lol,UC_dZvEZ2bVn0BzQVfDlKGDw,2022-05-19T16:49:29Z,2022-05-19T16:49:29Z,15,7,"@M As far as I can tell, the only practical difference between overloading and multiple dispatch is that overloading can only depend on the static type, and so behaves funny with polymorphism. Multiple dispatch has the benefit of looking at the dynamic type of the arguments instead."
468,mr bae man 39 lol man,Why did he explain function overloading in the most complicated way possible lol,UC_dZvEZ2bVn0BzQVfDlKGDw,2022-05-19T16:49:29Z,2022-05-19T16:49:29Z,15,7,"@M As I understand overloading in C++, you could do the same there as well. Python also supports operator overloading now that I think of it."
469,mr bae man 39 lol man,Why did he explain function overloading in the most complicated way possible lol,UC_dZvEZ2bVn0BzQVfDlKGDw,2022-05-19T16:49:29Z,2022-05-19T16:49:29Z,15,7,Perhaps because he&#39;s catering to people who may not know what function overloading is.
470,mr bae man 39 lol man,Why did he explain function overloading in the most complicated way possible lol,UC_dZvEZ2bVn0BzQVfDlKGDw,2022-05-19T16:49:29Z,2022-05-19T16:49:29Z,15,7,😂
471,mr bae man 39 lol man,Why did he explain function overloading in the most complicated way possible lol,UC_dZvEZ2bVn0BzQVfDlKGDw,2022-05-19T16:49:29Z,2022-05-19T16:49:29Z,15,7,"function overloading is compile time, multiple dispatch is runtime. In Julia you could for example make your own number type and overload math functions from standard library to make using it simpler, in most other languages that&#39;s not possible"
472,Print Line,nice!!!!!!!1111,UCHNP2yMrj5w_jvyoYlqTclg,2022-05-19T16:49:14Z,2022-05-19T16:49:14Z,0,0,
473,Harshad,Lisp in 100 sec,UCYOeiL-aSi5_LVpreXg7N_A,2022-05-19T16:48:54Z,2022-05-19T16:48:54Z,0,0,
474,Hugo Santos,"Wow this is my favourite in 100 seconds video. Really exciting language, that I even though had heard of it, never took time to read into it and now I feel like I’m missing out. Julia seems really really amazing and different. I’m hoping there is a wider use than stats, data viz and such. Thanks Jeff",UCT3yI-B6Ugjn-YiVdfOnOLw,2022-05-19T16:48:06Z,2022-05-19T16:48:06Z,61,6,@This is totally my real name 100% this.
475,Hugo Santos,"Wow this is my favourite in 100 seconds video. Really exciting language, that I even though had heard of it, never took time to read into it and now I feel like I’m missing out. Julia seems really really amazing and different. I’m hoping there is a wider use than stats, data viz and such. Thanks Jeff",UCT3yI-B6Ugjn-YiVdfOnOLw,2022-05-19T16:48:06Z,2022-05-19T16:48:06Z,61,6,"I think the language will properly explode with Julia 2.0. I think that&#39;s when they want to have full support for ahead of time compilation. So executables can be small and portable. <br><br>Currently, you can statically compile your code, but the executables are huge because they include everything exported by dependancies or imported by your code."
476,Hugo Santos,"Wow this is my favourite in 100 seconds video. Really exciting language, that I even though had heard of it, never took time to read into it and now I feel like I’m missing out. Julia seems really really amazing and different. I’m hoping there is a wider use than stats, data viz and such. Thanks Jeff",UCT3yI-B6Ugjn-YiVdfOnOLw,2022-05-19T16:48:06Z,2022-05-19T16:48:06Z,61,6,"The use cases are expanding. Like, there has been work on using it for server side stuff, front end web design, and even some game dev stuff, but the libraries for that arent super developed. atm it is mostly large computing and stats and science stuff"
